	File	RelType	ExplConn	Conn1	SClass1A	SClass1B	Conn2	SClass2A	SClass2B	Sup1	Arg1	Arg2	Sup2
215	!5486636.txt	AltLex	An widerstandsfähigen Keimen	NA	Contingency.Cause.Result	NA	NA	NA	NA	Antibiotika helfen nicht mehr gegen diese Keime	Antibiotika heilen kranke Menschen nicht mehr	"An widerstandsfähigen Keimen sterben
jedes Jahr 15.000 Menschen in Deutschland"	NA
216	!5486636.txt	AltLex	Ein großes Problem ist...Ein weiteres Problem ist	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	"Ein großes Problem ist:
Es gibt immer mehr Keime,
bei denen Antibiotika nicht wirken"	"Ein weiteres Problem ist:
Widerstandsfähige Keime verbreiten sich schnell"	NA
217	!5486636.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Widerstandsfähige Keime verbreiten sich schnell	Sie verbreiten sich schnell in der Umwelt	NA
218	!5486636.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Sie verbreiten sich schnell in der Umwelt	Kranke Menschen geben diese Keime weiter	NA
219	!5486636.txt	Explicit	Und auch	NA	Expansion.Conjunction	Comparison.Similarity	NA	NA	NA	NA	Kranke Menschen geben diese Keime weiter	Tiere geben widerstandsfähige Keime weiter	NA
220	!5486636.txt	Implicit	NA	aber	Comparison.Contrast	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	Und auch Tiere geben widerstandsfähige Keime weiter	Wie geben Tiere widerstandsfähige Keime weiter	NA
221	!5486636.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Wie geben Tiere widerstandsfähige Keime weiter	"Rinder, Schweine und Hühner bekommen
auf Bauern-Höfen oft Antibiotika.
Zum Beispiel gegen Krankheiten oder damit sie schneller wachsen.
Die Tiere entwickeln mit der Zeit
ebenfalls widerstandsfähige Keime.
Über die Tier-Ausscheidungen gelangen die Keime in die Gülle.
Die Gülle wird zum Düngen der Felder benutzt.
Die Gülle wird dort vom Regen in Gewässer geleitet.
Zum Beispiel in Flüsse und Seen"	NA
222	!5486636.txt	AltLex	mit der Zeit	NA	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	Zum Beispiel gegen Krankheiten oder damit sie schneller wachsen	"Rinder, Schweine und Hühner bekommen
auf Bauern-Höfen oft Antibiotika"	"Die Tiere entwickeln mit der Zeit
ebenfalls widerstandsfähige Keime"	NA
223	!5486636.txt	Implicit	NA	anschließend	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	"Die Tiere entwickeln mit der Zeit
ebenfalls widerstandsfähige Keime"	Über die Tier-Ausscheidungen gelangen die Keime in die Gülle	NA
224	!5486636.txt	Implicit	NA	anschließend	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Über die Tier-Ausscheidungen gelangen die Keime in die Gülle	Die Gülle wird zum Düngen der Felder benutzt	NA
225	!5486636.txt	Implicit	NA	anschließend	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Die Gülle wird zum Düngen der Felder benutzt	Die Gülle wird dort vom Regen in Gewässer geleitet	Zum Beispiel in Flüsse und Seen
226	!5486636.txt	Implicit	NA	in der Tat	Expansion.Instantiation.Arg2-as-instance	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	Zum Beispiel in Flüsse und Seen	Die Gülle wird dort vom Regen in Gewässer geleitet	"Der Fernsehsender NDR hat herausgefunden:
In vielen deutschen Gewässern
gibt es widerstandsfähige Keime"	NA
227	!5498501.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	Zu viel Zucker kann uns krank machen	Kann eine Zucker-Steuer helfen	NA
228	!5498501.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Kann eine Zucker-Steuer helfen	In vielen Getränken ist viel Zucker	NA
229	!5498501.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	trotzdem	Comparison.Concession.Arg1-as-denier	NA	zum Beispiel in Coca-Cola	In vielen Getränken ist viel Zucker	Viele Menschen trinken gern Getränke wie Coca-Cola	NA
230	!5498501.txt	Explicit	Aber	NA	Comparison.Contrast	NA	NA	NA	NA	NA	Viele Menschen trinken gern Getränke wie Coca-Cola	"was passiert,
wenn Menschen zu viel Zucker essen oder trinken"	NA
231	!5498501.txt	Explicit	wenn	NA	Contingency.Condition.Arg2-as-cond	NA	NA	NA	NA	NA	Aber was passiert	Menschen zu viel Zucker essen oder trinken	NA
232	!5498501.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	"Aber was passiert,
wenn Menschen zu viel Zucker essen oder trinken"	Sie können krank werden	NA
233	!5498501.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Sie können krank werden	Sie können...Übergewicht bekommen	NA
234	!5498501.txt	Explicit	Oder	NA	Expansion.Disjunction	NA	NA	NA	NA	NA	Sie können zum Beispiel Übergewicht bekommen	sie können die Krankheit Diabetes bekommen	NA
235	!5498501.txt	Implicit	NA	deshalb	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	Oder sie können die Krankheit Diabetes bekommen	"Die Regierung im Land Großbritannien will verhindern,
dass Menschen durch Zucker krank werden"	NA
236	!5498501.txt	Explicit	Deshalb	NA	Contingency.Purpose.Arg1-as-goal	Expansion.Manner.Arg2-as-manner	NA	NA	NA	NA	"Die Regierung im Land Großbritannien will verhindern,
dass Menschen durch Zucker krank werden"	hat sie ein Gesetz gemacht	NA
237	!5498501.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Deshalb hat sie ein Gesetz gemacht	"Das Gesetz bestimmt,
dass es eine Zucker-Steuer für Getränke geben soll"	NA
238	!5498501.txt	AltLex	Das bedeutet	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Das Gesetz bestimmt,
dass es eine Zucker-Steuer für Getränke geben soll"	"Das bedeutet:
Getränke mit viel Zucker sind jetzt teurer"	NA
239	!5498501.txt	Implicit	NA	weil	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Getränke mit viel Zucker sind jetzt teurer	"Die Regierung in Großbritannien hofft:
Wenn diese Getränke teurer sind,
kaufen sich die Menschen weniger von diesen Getränken"	NA
240	!5498501.txt	Explicit	Wenn	NA	Contingency.Condition.Arg2-as-cond	NA	NA	NA	NA	NA	kaufen sich die Menschen weniger von diesen Getränken	diese Getränke teurer sind	NA
241	!5498501.txt	Explicit	Oder	NA	Expansion.Disjunction	NA	NA	NA	NA	NA	kaufen sich die Menschen weniger von diesen Getränken	"Getränke-Hersteller wie Coca-Cola verwenden
weniger Zucker bei der Herstellung der Getränke"	NA
242	!5498501.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	aber	Comparison.Contrast	NA	NA	"Die Regierung im Land Großbritannien will verhindern,
dass Menschen durch Zucker krank werden.
Deshalb hat sie ein Gesetz gemacht.
Das Gesetz bestimmt,
dass es eine Zucker-Steuer für Getränke geben soll.
Das bedeutet:
Getränke mit viel Zucker sind jetzt teurer.
Die Regierung in Großbritannien hofft:
Wenn diese Getränke teurer sind,
kaufen sich die Menschen weniger von diesen Getränken.
Oder Getränke-Hersteller wie Coca-Cola verwenden
weniger Zucker bei der Herstellung der Getränke"	Wie ist das in Deutschland geregelt	NA
243	!5498501.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Wie ist das in Deutschland geregelt	In Deutschland gibt es keine Zucker-Steuer	NA
244	!5498501.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	In Deutschland gibt es keine Zucker-Steuer	warum nicht	NA
245	!5498501.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	"In Deutschland gibt es keine Zucker-Steuer.
Aber warum nicht"	"Die Regierung in Deutschland sagt:
Getränke-Hersteller sollen freiwillig weniger Zucker verwenden.
Auch Coca-Cola soll freiwillig weniger Zucker verwenden.
Es soll kein Gesetz dafür geben"	NA
246	!5498501.txt	Explicit	Auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Getränke-Hersteller sollen freiwillig weniger Zucker verwenden	Coca-Cola soll freiwillig weniger Zucker verwenden	NA
247	!5498501.txt	Implicit	NA	also	Contingency.Cause.Result	NA	NA	NA	NA	NA	Auch Coca-Cola soll freiwillig weniger Zucker verwenden	Es soll kein Gesetz dafür geben	NA
248	!5498501.txt	Explicit	Aber	NA	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	Es soll kein Gesetz dafür geben	"auch in Deutschland essen und trinken
die Menschen zu viel Zucker"	NA
249	!5498501.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	"Die Regierung in Großbritannien hofft:
Wenn diese Getränke teurer sind,
kaufen sich die Menschen weniger von diesen Getränken"	"Aber...in Deutschland essen und trinken
die Menschen zu viel Zucker"	NA
250	!5498501.txt	Explicit	Auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	"Die Regierung im Land Großbritannien will verhindern,
dass Menschen durch Zucker krank werden"	hier werden Menschen dadurch krank	NA
251	!5498501.txt	Explicit	dadurch	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Aber auch in Deutschland essen und trinken
die Menschen zu viel Zucker"	Auch hier werden Menschen...krank	NA
252	!5498501.txt	Implicit	NA	aber	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Auch hier werden Menschen dadurch krank	Ein Gesetz kann das vielleicht ändern	NA
253	!5498501.txt	Explicit	aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Ein Gesetz kann das vielleicht ändern	Es gibt...auch andere Möglichkeiten	NA
254	!5498501.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Ein Gesetz kann das vielleicht ändern	Es gibt aber...andere Möglichkeiten	NA
255	!5498501.txt	Implicit	NA	zum Beispiel	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Es gibt aber auch andere Möglichkeiten	Die Regierung kann auch für bessere Informationen sorgen	NA
256	!5498501.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Ein Gesetz kann das vielleicht ändern	Die Regierung kann...für bessere Informationen sorgen	NA
257	!5498501.txt	Implicit	NA	so	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Die Regierung kann auch für bessere Informationen sorgen	"Sie kann dafür sorgen,
dass die Menschen genau wissen:
• Wie viel Zucker ist in Getränken wie Coca-Cola?
• Wie viel Zucker darf man am Tag essen oder trinken?
• Was ist gesunde Ernährung?
• Was sind die Folgen von ungesunder Ernährung"	NA
258	!5498501.txt	AltLex	Wie viel Zucker	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Wie viel Zucker ist in Getränken wie Coca-Cola	Wie viel Zucker darf man am Tag essen oder trinken	NA
259	!5498501.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Wie viel Zucker darf man am Tag essen oder trinken	Was ist gesunde Ernährung	NA
260	!5498501.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Was ist gesunde Ernährung	Was sind die Folgen von ungesunder Ernährung	NA
261	!5498501.txt	Explicit	Denn	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Sie kann dafür sorgen,
dass die Menschen genau wissen:
• Wie viel Zucker ist in Getränken wie Coca-Cola?
• Wie viel Zucker darf man am Tag essen oder trinken?
• Was ist gesunde Ernährung?
• Was sind die Folgen von ungesunder Ernährung"	"die meisten Menschen kennen nicht
die richtigen Antworten auf diese Fragen"	NA
262	!5498501.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	"Denn die meisten Menschen kennen nicht
die richtigen Antworten auf diese Fragen"	Gibt es eine andere Wahl als Zucker in Getränken	NA
263	!5498501.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Gibt es eine andere Wahl als Zucker in Getränken	"Getränke können auch ohne Zucker süß schmecken.
Aber wie geht das?
Getränke-Firmen können auch Süß-Stoffe verwenden"	NA
264	!5498501.txt	Explicit	Aber	NA	Comparison.Contrast	NA	NA	NA	NA	NA	Getränke können auch ohne Zucker süß schmecken	wie geht das	NA
265	!5498501.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Aber wie geht das	Getränke-Firmen können auch Süß-Stoffe verwenden	NA
266	!5498501.txt	Explicit	auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Getränke können auch ohne Zucker süß schmecken	Getränke-Firmen können...Süß-Stoffe verwenden	NA
267	!5498501.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Getränke-Firmen können auch Süß-Stoffe verwenden	Coca-Cola...verwendet auch Süß-Stoffe für Getränke	NA
268	!5498501.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Coca-Cola zum Beispiel verwendet auch Süß-Stoffe für Getränke	Süß-Stoffe schmecken oft sogar süßer als Zucker	NA
269	!5498501.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Süß-Stoffe schmecken oft sogar süßer als Zucker	auch Süß-Stoffe können schädlich sein	NA
270	!5498501.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	"Aber auch in Deutschland essen und trinken
die Menschen zu viel Zucker"	Auch hier werden Menschen dadurch krank	Aber...Süß-Stoffe können schädlich sein	NA
271	!5498501.txt	Explicit	Denn	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Aber auch Süß-Stoffe können schädlich sein	Süß-Stoffe täuschen dem Körper etwas vor	NA
272	!5498501.txt	Implicit	NA	nämlich	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Denn Süß-Stoffe täuschen dem Körper etwas vor	"Durch die Süß-Stoffe glaubt der Körper:
Jetzt gibt es etwas Süßes mit vielen Kalorien"	NA
273	!5498501.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Jetzt gibt es etwas Süßes mit vielen Kalorien	Zucker hat viele Kalorien	NA
274	!5498501.txt	Explicit	Aber	NA	Comparison.Contrast	NA	NA	NA	NA	NA	Zucker hat viele Kalorien	Süß-Stoffe haben fast keine Kalorien	NA
275	!5498501.txt	Explicit	Wenn	NA	Contingency.Condition.Arg2-as-cond	NA	NA	NA	NA	NA	will der Körper die Kalorien von woanders	der Körper nur noch Getränke mit Süß-Stoff bekommt	NA
276	!5498501.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Aber Süß-Stoffe haben fast keine Kalorien	"Wenn der Körper nur noch Getränke mit Süß-Stoff bekommt,
will der Körper die Kalorien von woanders"	NA
277	!5498501.txt	Explicit	dann	NA	Contingency.Condition.Arg1-as-cond	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	"Wenn der Körper nur noch Getränke mit Süß-Stoff bekommt,
will der Körper die Kalorien von woanders"	Der Körper will...zum Beispiel Süßigkeiten	NA
278	!5498501.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	"Wenn der Körper nur noch Getränke mit Süß-Stoff bekommt,
will der Körper die Kalorien von woanders"	Der Körper will dann...Süßigkeiten	NA
279	!5498501.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Der Körper will dann zum Beispiel Süßigkeiten	zu viele Süßigkeiten sind ungesund	NA
280	!5498501.txt	Explicit	Deshalb	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Und zu viele Süßigkeiten sind ungesund	"sollte man süße Nahrungsmittel und süße Getränke
nicht zu oft und nicht zu viel essen und trinken"	NA
281	!5498501.txt	Explicit	Dabei	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"Deshalb sollte man süße Nahrungsmittel und süße Getränke
nicht zu oft und nicht zu viel essen und trinken"	"ist es egal, ob bei diesen Nahrungsmitteln und Getränken
Zucker oder Süß-Stoffe verwendet wurde"	NA
282	!5495125.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Hühner sind wichtig für die Lebensmittel-Industrie	sie werden oft sehr schlecht behandelt	NA
283	!5495125.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	Aber sie werden oft sehr schlecht behandelt	In vielen Lebensmitteln sind Eier	NA
284	!5495125.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	doch	Comparison.Contrast	NA	Zum Beispiel in Nudeln	In vielen Lebensmitteln sind Eier	Wo kommen diese Eier her	NA
285	!5495125.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Wo kommen diese Eier her	Sie kommen meistens von Hühnern auf sehr großen Bauernhöfen	NA
286	!5495125.txt	Implicit	NA	Das heißt	Expansion.Level-of-detail.Arg2-as-detail	Contingency.Cause.Result	dennoch	Comparison.Concession.Arg2-as-denier	NA	NA	Sie kommen meistens von Hühnern auf sehr großen Bauernhöfen	Oft leben dort viele Hühner zusammen in einem Stall	NA
287	!5495125.txt	AltLex	Oft leben...dort	NA	Expansion.Conjunction	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	Oft leben dort viele Hühner zusammen in einem Stall	Oft leben die Hühner dort in Gruppen in sehr kleinen Käfigen	NA
288	!5495125.txt	Implicit	NA	aber	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Oft leben die Hühner dort in Gruppen in sehr kleinen Käfigen	In Deutschland gibt es sehr wenig Käfig-Haltung	NA
289	!5495125.txt	Explicit	trotzdem	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	In Deutschland gibt es sehr wenig Käfig-Haltung	Wie kommen die Eier aus Käfig-Haltung...in die Lebensmittel in deutschen Supermärkten	NA
290	!5495125.txt	AltLex	Ein Grund	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Wie kommen die Eier aus Käfig-Haltung
trotzdem in die Lebensmittel in deutschen Supermärkten"	"Ein Grund ist:
In anderen Ländern gibt es viel mehr Käfig-Haltung"	NA
291	!5495125.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	"Wie kommen die Eier aus Käfig-Haltung
trotzdem in die Lebensmittel in deutschen Supermärkten"	"Ein Grund ist:
In anderen Ländern gibt es viel mehr Käfig-Haltung.
Und Eier von Hühnern aus Käfig-Haltung sind billig.
Einige deutsche Hersteller kaufen deshalb Eier aus Käfig-Haltung"	NA
292	!5495125.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	In anderen Ländern gibt es viel mehr Käfig-Haltung	Eier von Hühnern aus Käfig-Haltung sind billig	NA
293	!5495125.txt	Explicit	deshalb	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Und Eier von Hühnern aus Käfig-Haltung sind billig	Einige deutsche Hersteller kaufen...Eier aus Käfig-Haltung	Zum Beispiel Hersteller von Nudel-Produkten
294	!5495125.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Einige deutsche Hersteller kaufen deshalb Eier aus Käfig-Haltung	Birkel“ und „3 Glocken“ sind zwei deutsche Nudel-Hersteller	NA
295	!5495125.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Birkel“ und „3 Glocken“ sind zwei deutsche Nudel-Hersteller	"Die beiden Nudel-Hersteller sagen:
Wir verwenden Eier von frei laufenden Hühnern.
Den Hühnern geht es gut"	NA
296	!5495125.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Wir verwenden Eier von frei laufenden Hühnern	Den Hühnern geht es gut	NA
297	!5495125.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Die beiden Nudel-Hersteller sagen:
Wir verwenden Eier von frei laufenden Hühnern.
Den Hühnern geht es gut"	"Viele Käufer von Lebensmitteln finden es wichtig,
dass es den Hühnern gut geht"	NA
298	!5495125.txt	Implicit	NA	das heißt	Contingency.Cause.Result	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	"Viele Käufer von Lebensmitteln finden es wichtig,
dass es den Hühnern gut geht"	"Viele Käufer wollen,
• dass die Hühner genug Platz haben"	NA
299	!5495125.txt	AltLex	dass die Hühner	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	dass die Hühner genug Platz haben	dass die Hühner das richtige Futter bekommen	NA
300	!5495125.txt	Implicit	NA	entsprechend	Comparison.Similarity	Contingency.Cause.Result	NA	NA	NA	Das nennt man auch: art-gerechte Haltung	"Viele Käufer wollen,
• dass die Hühner genug Platz haben,
• dass die Hühner das richtige Futter bekommen"	In Europa gibt es Regeln für eine art-gerechte Haltung	NA
301	!5495125.txt	Explicit	jetzt	NA	Temporal.Asynchronous.Precedence	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	"Die beiden Nudel-Hersteller sagen:
Wir verwenden Eier von frei laufenden Hühnern.
Den Hühnern geht es gut"	"Der Tierschutz-Verein „Peta“ hat...herausgefunden:
Es ist falsch, was die Nudel-Hersteller sagen"	NA
302	!5495125.txt	AltLex	Es ist falsch, was...Es ist falsch, was	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Es ist falsch, was die Nudel-Hersteller sagen	Es ist falsch, was „Birkel“ und „3 Glocken“ sagen	NA
303	!5495125.txt	Implicit	NA	nämlich	Contingency.Cause+Belief.Reason+Belief	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	Es ist falsch, was „Birkel“ und „3 Glocken“ sagen	"Der Tierschutz-Verein „Peta“ sagt:
„Birkel“ und „3 Glocken“ benutzen nicht nur
Eier von frei laufenden Hühnern"	NA
304	!5495125.txt	Explicit	nicht nur...auch	NA	Expansion.Substitution.Arg2-as-subst	NA	NA	NA	NA	NA	Birkel“ und „3 Glocken“ benutzen...Eier von frei laufenden Hühnern	Sie benutzen für ihre Produkte...Eier aus Käfig-Haltung	NA
305	!5495125.txt	AltLex	Sie benutzen	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Sie benutzen für ihre Produkte auch Eier aus Käfig-Haltung	Sie benutzen Eier von Bauern in den Niederlanden und in Polen	NA
306	!5495125.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Sie benutzen Eier von Bauern in den Niederlanden und in Polen	Peta“ hat sich diese Bauernhöfe angesehen	NA
307	!5495125.txt	Implicit	NA	anschließend	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Peta“ hat sich diese Bauernhöfe angesehen	"Peta“ sagt:
Den Hühnern geht es dort nicht gut.
Einige Hühner liegen tot herum.
Einige Hühner haben offene Wunden.
Einige Hühner haben zu wenig zu trinken.
Die Hühner können nicht auf dem Boden scharren und picken.
Die Hühner haben zu wenig Platz in den Käfigen.
Das ist keine art-gerechte Haltung"	NA
308	!5495125.txt	AltLex	Einige Hühner	NA	Expansion.Instantiation.Arg2-as-instance	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	NA	Den Hühnern geht es dort nicht gut	Einige Hühner liegen tot herum	NA
309	!5495125.txt	AltLex	Einige Hühner	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Einige Hühner liegen tot herum	Einige Hühner haben offene Wunden	NA
310	!5495125.txt	AltLex	Einige Hühner	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Einige Hühner haben offene Wunden	Einige Hühner haben zu wenig zu trinken	NA
311	!5495125.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Einige Hühner haben zu wenig zu trinken	Die Hühner können nicht auf dem Boden scharren und picken	NA
312	!5495125.txt	AltLex	Die Hühner	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Die Hühner können nicht auf dem Boden scharren und picken	Die Hühner haben zu wenig Platz in den Käfigen	NA
313	!5495125.txt	Implicit	NA	insgesamt	Expansion.Level-of-detail.Arg1-as-detail	Contingency.Cause+Belief.Result+Belief	NA	NA	NA	NA	"Einige Hühner liegen tot herum.
Einige Hühner haben offene Wunden.
Einige Hühner haben zu wenig zu trinken.
Die Hühner können nicht auf dem Boden scharren und picken.
Die Hühner haben zu wenig Platz in den Käfigen"	Das ist keine art-gerechte Haltung	NA
314	!5495125.txt	Implicit	NA	deshalb	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	Das ist keine art-gerechte Haltung	Der Tierschutz-Verein „Peta“ will dagegen kämpfen	NA
315	!5495125.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Der Tierschutz-Verein „Peta“ will dagegen kämpfen	Peta“ will die Misshandlung von Hühnern stoppen	NA
316	!5495125.txt	Explicit	deshalb	NA	Contingency.Purpose.Arg1-as-goal	Expansion.Manner.Arg2-as-manner	NA	NA	NA	NA	Peta“ will die Misshandlung von Hühnern stoppen	"Peta“ hat...Bilder
von den betroffenen Bauernhöfen veröffentlicht"	NA
317	!5495125.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	"Peta“ hat deshalb Bilder
von den betroffenen Bauernhöfen veröffentlicht"	Peta“ hat eine Aktion gestartet	NA
318	!5495125.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Und „Peta“ hat eine Aktion gestartet	Die Aktion heißt: „Mach dich eifrei	NA
319	!5495125.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die Aktion heißt: „Mach dich eifrei	"Bei der Aktion zeigt „Peta“:
• dass wir keine Eier zum Leben brauchen
• und wodurch wir Eier in Lebensmitteln ersetzen können"	NA
320	!5495125.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Bei der Aktion zeigt „Peta“:
• dass wir keine Eier zum Leben brauchen
• und wodurch wir Eier in Lebensmitteln ersetzen können"	"Peta“ sagt:
Wenn die Menschen keine Eier mehr essen,
dann werden dafür keine Hühner mehr gequält"	NA
321	!5495125.txt	Explicit	Wenn...dann	NA	Contingency.Condition.Arg2-as-cond	NA	NA	NA	NA	NA	werden dafür keine Hühner mehr gequält	die Menschen keine Eier mehr essen	NA
322	!5532612.txt	Implicit	NA	dann	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	An vielen Schulen in Deutschland fehlen Lehrer	Sie werden oft durch Quer-Einsteiger ersetzt	NA
323	!5532612.txt	Implicit	NA	doch	Comparison.Contrast	NA	NA	NA	NA	NA	Sie werden oft durch Quer-Einsteiger ersetzt	Ist das gut	NA
324	!5532612.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	Ist das gut	Schulen in Deutschland haben ein Problem	NA
325	!5532612.txt	Implicit	NA	nämlich	Contingency.Cause.Reason	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	Schulen in Deutschland haben ein Problem	Sie haben zu wenige Lehrer	NA
326	!5532612.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Sie haben zu wenige Lehrer	In Deutschland fehlen ungefähr 40 Tausend Lehrer	NA
327	!5532612.txt	AltLex	Ein Grund	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	In Deutschland fehlen ungefähr 40 Tausend Lehrer	"Ein Grund für den Lehrer-Mangel ist,
dass zu wenige Menschen eine Ausbildung zum Lehrer machen"	NA
